N56461	finance	finance-taxes	President Trump's trillion-dollar hit to homeowners	People should consider one of the largely unexamined effects of the last tax bill, which Trump promised would help the middle class: Would you believe it has inflicted a trillion dollars of damage on homeowners?	https://assets.msn.com/labs/mind/AAIzltR.html	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""President Trump""]}]"	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [89], ""SurfaceForms"": [""Trump""]}]"
N21383	health	medical	Doctors Want FDA To Warn Women About Cheese And Breast Cancer Link	Up to 12,000 members of Physicians Committee for Responsible Medicine agreed that the federal government should add label to cheese products that would warn women about the risk of having breast cancer.	https://assets.msn.com/labs/mind/AAINcGd.html	"[{""Label"": ""Food and Drug Administration"", ""Type"": ""O"", ""WikidataId"": ""Q204711"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""FDA""]}]"	"[{""Label"": ""Physicians Committee for Responsible Medicine"", ""Type"": ""O"", ""WikidataId"": ""Q1057845"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Physicians Committee for Responsible Medicine""]}]"
N49505	tv	tvnews	All the Things You Didn't Know About 'The Crown'	"Claire Foy worried that joining the show was ""the worst mistake"" of her life."	https://assets.msn.com/labs/mind/AAGjm53.html	"[{""Label"": ""The Crown (TV series)"", ""Type"": ""W"", ""WikidataId"": ""Q20707362"", ""Confidence"": 0.948, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""The Crown""]}, {""Label"": ""Do You Know (Michelle Williams album)"", ""Type"": ""W"", ""WikidataId"": ""Q3033250"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Didn't Know""]}]"	"[{""Label"": ""Claire Foy"", ""Type"": ""P"", ""WikidataId"": ""Q258999"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Claire Foy""]}]"
N4021	lifestyle	lifestyledidyouknow	9 Amazing Transgender Women Who Changed History		https://assets.msn.com/labs/mind/AAF4wZx.html	"[{""Label"": ""Trans woman"", ""Type"": ""C"", ""WikidataId"": ""Q1052281"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Transgender Women""]}]"	[]
N228	travel	travelnews	Stowaway Discovered in Couple's Carry-On Luggage	A British couple's trip to New York was almost derailed when airport security scans revealed a cat hidden inside their suitcase.	https://assets.msn.com/labs/mind/AAJ4O8Z.html	[]	[]
N12676	lifestyle	causes-green-living	Pollution around the world: 30 shocking photos	While it's easy to become overwhelmed by stats and images about current pollution and trajectories for years to come, the intent of this article is not to instill fear. The intent is to be realistic, to learn from what is going on in the world, and to support one another in our collective efforts to change. Pollution knows no boundaries, so for the sake of future generations, let's err on the side of action and hope.	https://assets.msn.com/labs/mind/AAI3zkK.html	[]	[]
N14607	lifestyle	lifestylehoroscope	How Each Zodiac Sign Knows They've Found Their Soulmate	What are the signs that you've found 'the one'?	https://assets.msn.com/labs/mind/AAHfb7z.html	[]	[]
N58574	health	voices	I Was 24 & Had Just Scored My Dream Job In Fashion. Then An Accident In The Hamptons Changed Everything.	One in four adults in the U.S. are living with a disability, but you wouldn't know it given the lack of representation in media, Hollywood, and the workforce. We're shedding light on the real stories   not the caricatures   of this dynamic and vibrant community of individuals. Read more stories from our Voices of Disability series. By the time I was 24, I was living a life that felt like a dream. I was pursuing a career in the fashion industry,...	https://assets.msn.com/labs/mind/AAGoTDf.html	"[{""Label"": ""The Hamptons"", ""Type"": ""U"", ""WikidataId"": ""Q1574020"", ""Confidence"": 0.989, ""OccurrenceOffsets"": [76], ""SurfaceForms"": [""Hamptons""]}]"	"[{""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""U.S.""]}]"
N6950	health	nutrition	I Overate at Dinner Until I Started Doing This 1 Simple Thing on Sundays (It Takes 10 Minutes!)	Another reason Sunday is the best day to meal prep.	https://assets.msn.com/labs/mind/AAAI9x6.html	[]	[]
N41257	finance	finance-companies	Secrets of the world's richest company of all time	As powerful as a nation state, the Dutch East India Company sent almost a million Europeans to Asia on more than 4,700 ships and dominated global trade for almost two centuries, handling a whopping 2.5 million tons of goods. The grandfather of the modern-day corporation, the company was the first to undertake an IPO, trade transnationally and become a globally recognized brand.	https://assets.msn.com/labs/mind/AAGKVj1.html	[]	"[{""Label"": ""Dutch East India Company"", ""Type"": ""O"", ""WikidataId"": ""Q159766"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""Dutch East India Company""]}, {""Label"": ""Initial public offering"", ""Type"": ""U"", ""WikidataId"": ""Q185142"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [314], ""SurfaceForms"": [""IPO""]}]"
N60933	lifestyle	lifestyleroyals	Meghan Markle Always Stands the Exact Same Way at Events and There's a Specific Reason Why	SH🔎🔎K	https://assets.msn.com/labs/mind/AAGdFwT.html	"[{""Label"": ""Meghan, Duchess of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q3304418"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Meghan Markle""]}]"	[]
N13225	travel	traveltripideas	5 Reasons Destin Is a Great Family Vacation Destination	The calm emerald waters and family-friendly attractions of the area make Destin a top spot for a fall or winter getaway.	https://assets.msn.com/labs/mind/AAJrGXF.html	"[{""Label"": ""Destin, Florida"", ""Type"": ""G"", ""WikidataId"": ""Q2156427"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Destin""]}]"	"[{""Label"": ""Destin, Florida"", ""Type"": ""G"", ""WikidataId"": ""Q2156427"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [73], ""SurfaceForms"": [""Destin""]}]"
N46662	sports	football_nfl	NFL Cheerleaders	NFL Cheerleaders	https://assets.msn.com/labs/mind/AAGdYvi.html	"[{""Label"": ""National Football League Cheerleading"", ""Type"": ""U"", ""WikidataId"": ""Q1967244"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""NFL Cheerleaders""]}]"	"[{""Label"": ""National Football League Cheerleading"", ""Type"": ""U"", ""WikidataId"": ""Q1967244"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""NFL Cheerleaders""]}]"
N13693	news	newspolitics	Top Defense Republican: Trump's Vivid Statement On Baghdadi 'A Little Uncomfortable'	"Rep. Mac Thornberry (R-Texas) expressed unease with President Donald Trump's graphic description of a U.S. military raid that resulted in the death of so-called Islamic State leader Abu Bakr al-Baghdadi, who Trump said was ""whimpering and crying and screaming"" before detonating a suicide vest that killed himself and three of his children Saturday. Thornberry, the ranking member of the House Armed Services Committee, suggested on Sunday that he..."	https://assets.msn.com/labs/mind/AAJrGcx.html	"[{""Label"": ""Abu Bakr al-Baghdadi"", ""Type"": ""P"", ""WikidataId"": ""Q2821724"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Baghdadi""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Trump""]}]"	"[{""Label"": ""Abu Bakr al-Baghdadi"", ""Type"": ""P"", ""WikidataId"": ""Q2821724"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [182], ""SurfaceForms"": [""Abu Bakr al-Baghdadi""]}, {""Label"": ""Mac Thornberry"", ""Type"": ""P"", ""WikidataId"": ""Q539444"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5, 350], ""SurfaceForms"": [""Mac Thornberry"", ""Thornberry""]}, {""Label"": ""Islamic State of Iraq and the Levant"", ""Type"": ""U"", ""WikidataId"": ""Q2429253"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [161], ""SurfaceForms"": [""Islamic State""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [52, 208], ""SurfaceForms"": [""President Donald Trump"", ""Trump""]}, {""Label"": ""United States House Committee on Armed Services"", ""Type"": ""U"", ""WikidataId"": ""Q1508630"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [388], ""SurfaceForms"": [""House Armed Services Committee""]}, {""Label"": ""United States Armed Forces"", ""Type"": ""O"", ""WikidataId"": ""Q11211"", ""Confidence"": 0.992, ""OccurrenceOffsets"": [102], ""SurfaceForms"": [""U.S. military""]}]"
N54012	foodanddrink	restaurantsandnews	Don't Miss These Under-the-Radar Restaurants in Every State	In every state, there are beloved but little-known restaurants that serve up phenomenal food. Locals may not want to spread the word for fear of long lines, or maybe these spots are far from city centers   no matter why they're low-profile, they're worth finding. Here are under-the-radar eateries for you to discover.	https://assets.msn.com/labs/mind/AAIzv30.html	[]	[]
N53095	travel	traveltripideas	The Most Beautiful Natural Wonder in Every State	While humans have built some impressive, gravity-defying, and awe-inspiring marvels   here are the most photographed structures in the world   the natural world may have us beat.	https://assets.msn.com/labs/mind/AAF8Brj.html	[]	[]
N61456	health	health-news	Alzhemier's risk may be 75% higher for people who eat trans fats	The trans fats still hidden in many foods increased the risk of Alzheimer's and other types of dementia by up to 75%, according to a long-term study.	https://assets.msn.com/labs/mind/AAJfUpB.html	[]	"[{""Label"": ""Alzheimer's disease"", ""Type"": ""U"", ""WikidataId"": ""Q11081"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [64], ""SurfaceForms"": [""Alzheimer's""]}]"
N34930	health	nutrition	9 Vegetables You Shouldn't Eat Raw	Are raw foods healthier than cooked foods?	https://assets.msn.com/labs/mind/AACMPka.html	[]	[]
N5003	news	newscrime	Teens tried as adults after 6-foot log pushed off a cliff, killing woman at Ohio state park	Victoria Schafer was killed near Old Man's Cave in Hocking Hills State Park on Labor Day. Both suspects are being held at $100,000 bond.	https://assets.msn.com/labs/mind/AAJWFYk.html	[]	"[{""Label"": ""Labor Day"", ""Type"": ""H"", ""WikidataId"": ""Q848352"", ""Confidence"": 0.979, ""OccurrenceOffsets"": [79], ""SurfaceForms"": [""Labor Day""]}, {""Label"": ""Hocking Hills State Park"", ""Type"": ""L"", ""WikidataId"": ""Q5875771"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Hocking Hills State Park""]}]"
N16384	foodanddrink	restaurantsandnews	This fast food chain has the best fries, according to customers	We asked our readers who has the best fries in all of fast food, and Five Guys' fries snatched the potato cake right from McDonald's greasy grasp.	https://assets.msn.com/labs/mind/AAJaD1A.html	[]	"[{""Label"": ""McDonald's"", ""Type"": ""O"", ""WikidataId"": ""Q38076"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [122], ""SurfaceForms"": [""McDonald's""]}]"
N19495	lifestyle	lifestyleroyals	Prince Harry Has the Sweetest Response When Young Student Calls Him Handsome During Japan Trip	Prince Harry Has Sweet Response When Student Calls Him Handsome	https://assets.msn.com/labs/mind/AAJKO3h.html	"[{""Label"": ""Prince Harry, Duke of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q152316"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Prince Harry""]}, {""Label"": ""Handsome (song)"", ""Type"": ""W"", ""WikidataId"": ""Q19263662"", ""Confidence"": 0.981, ""OccurrenceOffsets"": [68], ""SurfaceForms"": [""Handsome""]}]"	"[{""Label"": ""Prince Harry, Duke of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q152316"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Prince Harry""]}, {""Label"": ""Handsome (song)"", ""Type"": ""W"", ""WikidataId"": ""Q19263662"", ""Confidence"": 0.981, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""Handsome""]}]"
N7004	lifestyle	lifestyleroyals	Meghan and Harry to take 'family time' off, says royal source	The Duke and Duchess of Sussex will take a break from royal duties towards the end of the year, dividing their time between the US and the UK.	https://assets.msn.com/labs/mind/AAJ47ZB.html	"[{""Label"": ""Prince Harry, Duke of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q152316"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""Harry""]}, {""Label"": ""Meghan, Duchess of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q3304418"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Meghan""]}]"	"[{""Label"": ""Duke of Sussex"", ""Type"": ""U"", ""WikidataId"": ""Q772304"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Duke and Duchess of Sussex""]}]"
N5978	finance	markets	Eric Tse, 24, just became a billionaire overnight	A 24-year-old business school graduate has just become an overnight billionaire.	https://assets.msn.com/labs/mind/AAJgUbS.html	[]	[]
N27289	lifestyle	voices	Why I'm Done Celebrating The Accomplishments Of Couples	"What is real? How do you define real? - Morpheus, The Matrix, 1999 I've had the ""summer of six weddings."" The ""spring of seven baby showers."" The ""year with nine bachelorette weekends""   not parties, but whole weekends for some reason. And while I could tell tales of the financial strain imposed when a single person celebrates other people for their entire adulthood   and I do serve that tea boiling   instead I want to talk about feelings...."	https://assets.msn.com/labs/mind/AACr3Oa.html	[]	[]
N44396	finance	markets	Parking space sells for almost $1 million	Businessman Johnny Cheung has reportedly sold a 135-square-foot parking space in Hong Kong for a whopping $969,000 to an as-yet-undentified buyer.	https://assets.msn.com/labs/mind/AAJgV2O.html	[]	"[{""Label"": ""Hong Kong"", ""Type"": ""G"", ""WikidataId"": ""Q8646"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [81], ""SurfaceForms"": [""Hong Kong""]}]"
N7128	travel	travelnews	7 Women Share What It's Really Like To Work On A Cruise Ship	If you've ever taken a cruise vacation, you know that it takes thousands of people to make sure you and your fellow travelers are housed, fed, and entertained well while on the trip. But, as travelers, there's a lot that goes into cruise ship hospitality we don't know about. To find out what it's really like to work and live on a cruise ship, we spoke to seven current and former employees. The folks we interviewed worked for Royal Caribbean...	https://assets.msn.com/labs/mind/AAGpxCT.html	"[{""Label"": ""Cruise ship"", ""Type"": ""C"", ""WikidataId"": ""Q39804"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""Cruise Ship""]}]"	"[{""Label"": ""Cruise ship"", ""Type"": ""C"", ""WikidataId"": ""Q39804"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [231, 332], ""SurfaceForms"": [""cruise ship"", ""cruise ship""]}, {""Label"": ""Royal Caribbean International"", ""Type"": ""O"", ""WikidataId"": ""Q929872"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [429], ""SurfaceForms"": [""Royal Caribbean""]}]"
N37694	entertainment	humor	Comics - 'Pluggers' by Gary Brookins		https://assets.msn.com/labs/mind/AACrblv.html	"[{""Label"": ""Pluggers"", ""Type"": ""C"", ""WikidataId"": ""Q7205279"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Pluggers""]}]"	[]
